date,code,close,return
2022-02-14,sh.000300,4551.6878,-0.010861474353252
2022-02-15,sh.000300,4600.1025,0.0105804766207953
2022-02-16,sh.000300,4617.9893,0.003880808053772
2022-02-17,sh.000300,4629.1649,0.0024170907501375
2022-02-18,sh.000300,4651.2358,0.0047564630718763
2022-02-21,sh.000300,4634.3141,-0.0036447424040062
2022-02-22,sh.000300,4574.1527,-0.0130667259376213
2022-02-23,sh.000300,4623.0465,0.0106324239694863
2022-02-24,sh.000300,4529.3189,-0.020482328369253
2022-02-25,sh.000300,4573.4247,0.0096907365742957
2022-02-28,sh.000300,4581.6459,0.0017959888173546
2022-03-01,sh.000300,4619.6862,0.0082684803273824
2022-03-02,sh.000300,4578.6007,-0.008933353282261
2022-03-03,sh.000300,4551.6283,-0.005908390351454
2022-03-04,sh.000300,4496.4301,-0.0122012662478177
2022-03-07,sh.000300,4352.7775,-0.0324696237377306
2022-03-08,sh.000300,4265.391,-0.0202802939119308
2022-03-09,sh.000300,4226.3463,-0.0091959922394231
2022-03-10,sh.000300,4292.8374,0.015610051975365
2022-03-11,sh.000300,4306.5217,0.0031826352154258
2022-03-14,sh.000300,4174.7577,-0.0310742274385642
2022-03-15,sh.000300,3983.812,-0.0468171708366185
2022-03-16,sh.000300,4156.081,0.0423334130872774
2022-03-17,sh.000300,4237.6956,0.0194470679921128
2022-03-18,sh.000300,4265.9017,0.0066339461874598
2022-03-21,sh.000300,4258.7459,-0.0016788498519844
2022-03-22,sh.000300,4255.295,-0.0008106374468983
2022-03-23,sh.000300,4276.5174,0.0049748969563552
2022-03-24,sh.000300,4251.3061,-0.005912733407241
2022-03-25,sh.000300,4174.5742,-0.0182138882932534
2022-03-28,sh.000300,4148.4663,-0.0062736654066295
2022-03-29,sh.000300,4134.1441,-0.0034583817379463
2022-03-30,sh.000300,4254.0989,0.0286026472817386
2022-03-31,sh.000300,4222.5968,-0.007432670970271
2022-04-01,sh.000300,4276.158,0.0126046486564757
2022-04-06,sh.000300,4263.8411,-0.0028845222103583
2022-04-07,sh.000300,4209.0998,-0.012921620088143
2022-04-08,sh.000300,4230.7669,0.0051344762590908
2022-04-11,sh.000300,4100.0703,-0.0313791569569623
2022-04-12,sh.000300,4179.9727,0.0193005955101295
2022-04-13,sh.000300,4139.737,-0.0096724561655818
2022-04-14,sh.000300,4191.5684,0.0124427244536562
2022-04-15,sh.000300,4188.7472,-0.0006732920909513
2022-04-18,sh.000300,4166.3844,-0.0053530822665646
2022-04-19,sh.000300,4134.9017,-0.0075850538246466
2022-04-20,sh.000300,4070.7889,-0.0156267419256082
2022-04-21,sh.000300,3995.83,-0.0185854962563585
2022-04-22,sh.000300,4013.2498,0.0043500197036596
2022-04-25,sh.000300,3814.9127,-0.0506835559230491
2022-04-26,sh.000300,3784.1198,-0.008104470811487
2022-04-27,sh.000300,3895.5361,0.0290179975409756
2022-04-28,sh.000300,3921.1073,0.0065427805548559
2022-04-29,sh.000300,4016.241,0.0239723021453031
2022-05-05,sh.000300,4010.2102,-0.0015027316517919
2022-05-06,sh.000300,3908.815,-0.0256093998884114
2022-05-09,sh.000300,3877.4364,-0.0080600453959043
2022-05-10,sh.000300,3919.8684,0.0108838681973129
2022-05-11,sh.000300,3976.4231,0.0143246148034332
2022-05-12,sh.000300,3958.74,-0.0044569037960684
2022-05-13,sh.000300,3988.6002,0.0075145494622574
2022-05-16,sh.000300,3956.5378,-0.0080709923597694
2022-05-17,sh.000300,4005.8934,0.0123972768845792
2022-05-18,sh.000300,3991.9069,-0.0034975902707223
2022-05-19,sh.000300,3999.5984,0.0019249195454964
2022-05-20,sh.000300,4077.5998,0.0193145749157608
2022-05-23,sh.000300,4053.9823,-0.0058088490331709
2022-05-24,sh.000300,3959.1541,-0.0236692906248876
2022-05-25,sh.000300,3983.1784,0.0060497022182985
2022-05-26,sh.000300,3993.0446,0.0024739040099373
2022-05-27,sh.000300,4001.2988,0.0020650108508419
2022-05-30,sh.000300,4029.0179,0.0069036405728617
2022-05-31,sh.000300,4091.5176,0.0153933035878122
2022-06-01,sh.000300,4083.1772,-0.0020405417200386
2022-06-02,sh.000300,4089.5682,0.0015639790523067
2022-06-06,sh.000300,4166.085,0.0185373559859627
2022-06-07,sh.000300,4179.1285,0.0031259860808905
2022-06-08,sh.000300,4219.8122,0.009687892711943
2022-06-09,sh.000300,4175.6747,-0.0105146746514019
2022-06-10,sh.000300,4238.9936,0.0150499325427251
2022-06-13,sh.000300,4189.3527,-0.0117796474531033
2022-06-14,sh.000300,4222.3114,0.0078364680935401
2022-06-15,sh.000300,4278.2178,0.0131538177854615
2022-06-16,sh.000300,4250.0614,-0.0066030911144228
2022-06-17,sh.000300,4309.0444,0.0137827327046764
2022-06-20,sh.000300,4330.4328,0.0049513282345046
2022-06-21,sh.000300,4325.5657,-0.0011245613115402
2022-06-22,sh.000300,4270.6227,-0.0127832815285273
2022-06-23,sh.000300,4343.8781,0.0170078725537017
2022-06-24,sh.000300,4394.7723,0.0116482003776887
2022-06-27,sh.000300,4444.2639,0.0111985325313064
2022-06-28,sh.000300,4490.5166,0.0103534973624519
2022-06-29,sh.000300,4421.357,-0.0155210882698089
2022-06-30,sh.000300,4485.0108,0.014294240989372
2022-07-01,sh.000300,4466.7179,-0.0040870151623888
2022-07-04,sh.000300,4496.0303,0.0065409635202975
2022-07-05,sh.000300,4489.5383,-0.0014449839333696
2022-07-06,sh.000300,4423.9698,-0.0147124301638683
2022-07-07,sh.000300,4443.4736,0.0043989751209387
2022-07-08,sh.000300,4428.781,-0.0033120360254255
2022-07-11,sh.000300,4354.6167,-0.016887784237042
2022-07-12,sh.000300,4313.6184,-0.009459504788424
2022-07-13,sh.000300,4321.4617,0.0018166136425215
2022-07-14,sh.000300,4322.0742,0.0001417244072587
2022-07-15,sh.000300,4248.5273,-0.0171630206769606
2022-07-18,sh.000300,4292.5858,0.0103168967033511
2022-07-19,sh.000300,4269.3401,-0.0054300299695491
2022-07-20,sh.000300,4283.8027,0.0033818244642755
2022-07-21,sh.000300,4236.0578,-0.0112080238420979
2022-07-22,sh.000300,4238.2341,0.0005136240463556
2022-07-25,sh.000300,4212.6441,-0.0060561938319452
2022-07-26,sh.000300,4245.9758,0.0078811609744136
2022-07-27,sh.000300,4225.0357,-0.0049439533053767
2022-07-28,sh.000300,4225.6733,0.0001508985816958
2022-07-29,sh.000300,4170.1019,-0.0132381370962928
2022-08-01,sh.000300,4188.6784,0.0044447945553525
2022-08-02,sh.000300,4107.024,-0.0196865878794696
2022-08-03,sh.000300,4066.9754,-0.0097991004166058
2022-08-04,sh.000300,4101.5367,0.0084621301442471
2022-08-05,sh.000300,4156.9111,0.013410566060692
2022-08-08,sh.000300,4148.0746,-0.0021279996507619
2022-08-09,sh.000300,4156.2907,0.0019787430788458
2022-08-10,sh.000300,4109.7373,-0.0112639086648762
2022-08-11,sh.000300,4193.5428,0.0201868044714483
2022-08-12,sh.000300,4191.152,-0.000570277182847
2022-08-15,sh.000300,4185.6794,-0.0013066040170226
2022-08-16,sh.000300,4177.837,-0.0018753839709138
2022-08-17,sh.000300,4216.9586,0.009320508819421
2022-08-18,sh.000300,4180.0996,-0.0087790833065088
2022-08-19,sh.000300,4151.0738,-0.0069680262426548
2022-08-22,sh.000300,4181.3965,0.0072782338884849
2022-08-23,sh.000300,4161.0823,-0.004870072945307
2022-08-24,sh.000300,4082.4195,-0.0190853813462918
2022-08-25,sh.000300,4116.2396,0.0082502007755138
2022-08-26,sh.000300,4107.5455,-0.0021143799681695
2022-08-29,sh.000300,4089.5205,-0.0043979221474774
2022-08-30,sh.000300,4075.7937,-0.0033622252849205
2022-08-31,sh.000300,4078.8402,0.0007471825661564
2022-09-01,sh.000300,4043.7395,-0.0086428006353074
2022-09-02,sh.000300,4023.6131,-0.0049896026004301
2022-09-05,sh.000300,4015.4264,-0.0020367365603988
2022-09-06,sh.000300,4052.2802,0.0091361915289578
2022-09-07,sh.000300,4054.983,0.000666760171331
2022-09-08,sh.000300,4037.6839,-0.0042752597043573
2022-09-09,sh.000300,4093.7874,0.0137993207384425
2022-09-13,sh.000300,4111.1145,0.0042236033944327
2022-09-14,sh.000300,4065.359,-0.011192105648595
2022-09-15,sh.000300,4027.1186,-0.0094509213433848
2022-09-16,sh.000300,3932.6826,-0.0237293442012838
2022-09-19,sh.000300,3928.0001,-0.0011913724882575
2022-09-20,sh.000300,3932.8361,0.0012304036077228
2022-09-21,sh.000300,3903.7348,-0.0074270836425824
2022-09-22,sh.000300,3869.344,-0.0088487522861271
2022-09-23,sh.000300,3856.0212,-0.0034491089709831
2022-09-26,sh.000300,3836.6773,-0.0050291690936159
2022-09-27,sh.000300,3892.295,0.0143922523921204
2022-09-28,sh.000300,3828.7098,-0.0164710783575579
2022-09-29,sh.000300,3827.1434,-0.0004092032542786
2022-09-30,sh.000300,3804.8853,-0.0058328300325207
2022-10-10,sh.000300,3720.9365,-0.0223104623987993
2022-10-11,sh.000300,3727.6867,0.0018124696783949
2022-10-12,sh.000300,3784.3064,0.0150747668351503
2022-10-13,sh.000300,3752.6729,-0.0083942610140077
2022-10-14,sh.000300,3842.4698,0.0236469775198511
2022-10-17,sh.000300,3846.4119,0.0010254027826732
2022-10-18,sh.000300,3838.2667,-0.0021198552273169
2022-10-19,sh.000300,3776.5335,-0.0162143591091439
2022-10-20,sh.000300,3754.9269,-0.005737707729672
2022-10-21,sh.000300,3742.8929,-0.0032100025485561
2022-10-24,sh.000300,3633.3733,-0.0296973145947294
2022-10-25,sh.000300,3627.4542,-0.0016304205853163
2022-10-26,sh.000300,3656.9027,0.0080854523840461
2022-10-27,sh.000300,3631.1448,-0.0070685618468981
2022-10-28,sh.000300,3541.3295,-0.0250457488477575
2022-10-31,sh.000300,3508.7034,-0.0092556540878092
2022-11-01,sh.000300,3634.1732,0.0351350622951152
2022-11-02,sh.000300,3677.8051,0.0119345042043548
2022-11-03,sh.000300,3647.8966,-0.0081654065100913
2022-11-04,sh.000300,3767.1746,0.032174550004191
2022-11-07,sh.000300,3775.2971,0.0021538040745809
2022-11-08,sh.000300,3749.3251,-0.0069032311390611
2022-11-09,sh.000300,3714.2704,-0.0093935845710966
2022-11-10,sh.000300,3685.6885,-0.0077249191569919
2022-11-11,sh.000300,3788.4387,0.027496634988239
2022-11-14,sh.000300,3794.0171,0.0014713969071706
2022-11-15,sh.000300,3865.9726,0.0187879147129912
2022-11-16,sh.000300,3834.3899,-0.0082029585219967
2022-11-17,sh.000300,3818.664,-0.0041097115842454
2022-11-18,sh.000300,3801.5686,-0.0044868521940255
2022-11-21,sh.000300,3769.1269,-0.00857038790536
2022-11-22,sh.000300,3769.5727,0.0001182697346155
2022-11-23,sh.000300,3773.5287,0.0010489055238469
2022-11-24,sh.000300,3756.8082,-0.0044408444670978
2022-11-25,sh.000300,3775.7764,0.0050363165103242
2022-11-28,sh.000300,3733.2424,-0.0113288982347743
2022-11-29,sh.000300,3848.4224,0.0303861658953596
2022-11-30,sh.000300,3853.0365,0.0011982406481632
2022-12-01,sh.000300,3894.7687,0.0107727549970402
2022-12-02,sh.000300,3870.9478,-0.0061349071170422
2022-12-05,sh.000300,3946.8759,0.0194249679682325
2022-12-06,sh.000300,3968.1979,0.0053877075856991
2022-12-07,sh.000300,3958.4409,-0.0024618265506841
2022-12-08,sh.000300,3959.1798,0.000186646981497
2022-12-09,sh.000300,3998.2442,0.0098184321514303
2022-12-12,sh.000300,3953.4433,-0.0112683940496616
2022-12-13,sh.000300,3945.6813,-0.0019652816967301
2022-12-14,sh.000300,3954.8857,0.0023300616688324
2022-12-15,sh.000300,3951.9885,-0.0007328307132201
2022-12-16,sh.000300,3954.227,0.0005662633556635
2022-12-19,sh.000300,3893.2207,-0.0155483747990459
2022-12-20,sh.000300,3829.0173,-0.0166285678830728
2022-12-21,sh.000300,3830.5384,0.0003971770895265
2022-12-22,sh.000300,3836.028,0.0014320885391949
2022-12-23,sh.000300,3828.2188,-0.002037826522617
2022-12-26,sh.000300,3843.4887,0.0039808400320993
2022-12-27,sh.000300,3887.854,0.0114768646786824
2022-12-28,sh.000300,3871.2644,-0.004276162425663
2022-12-29,sh.000300,3856.7007,-0.0037690949823474
2022-12-30,sh.000300,3871.6338,0.0038645114506365
2023-01-03,sh.000300,3887.8992,0.0041923718407677
2023-01-04,sh.000300,3892.9477,0.0012976738325125
2023-01-05,sh.000300,3968.5782,0.0192412603642306
2023-01-06,sh.000300,3980.8888,0.003097216414897
2023-01-09,sh.000300,4013.1196,0.0080637830326466
2023-01-10,sh.000300,4017.4737,0.0010843782679561
2023-01-11,sh.000300,4010.0309,-0.0018543252239773
2023-01-12,sh.000300,4017.8692,0.0019527653292072
2023-01-13,sh.000300,4074.3772,0.0139661883029802
2023-01-16,sh.000300,4137.9643,0.015486051273287
2023-01-17,sh.000300,4137.2422,-0.0001745213250767
2023-01-18,sh.000300,4130.3143,-0.0016759248325772
2023-01-19,sh.000300,4156.0077,0.0062014202060165
2023-01-20,sh.000300,4181.5267,0.0061214931092159
2023-01-30,sh.000300,4201.345,0.0047282930317837
2023-01-31,sh.000300,4156.8578,-0.0106452597949484
2023-02-01,sh.000300,4195.9332,0.0093563181592521
2023-02-02,sh.000300,4181.1493,-0.0035296095862307
2023-02-03,sh.000300,4141.6319,-0.0094962719842062
2023-02-06,sh.000300,4086.8779,-0.0133085599913798
2023-02-07,sh.000300,4094.2335,0.0017981913758138
2023-02-08,sh.000300,4076.1411,-0.0044287882644376
2023-02-09,sh.000300,4130.8565,0.0133340384263913
2023-02-10,sh.000300,4106.3097,-0.0059600285016596
2023-02-13,sh.000300,4143.574,0.0090339584872989
2023-02-14,sh.000300,4145.2902,0.0004140977540743
2023-02-15,sh.000300,4123.6893,-0.0052245743589391
2023-02-16,sh.000300,4093.4876,-0.0073509032031591
2023-02-17,sh.000300,4034.507,-0.0145132072969165
2023-02-20,sh.000300,4133.4896,0.0242378763396082
2023-02-21,sh.000300,4144.3536,0.0026248398224204
2023-02-22,sh.000300,4106.9506,-0.0090660228446477
2023-02-23,sh.000300,4103.6463,-0.00080488671375
2023-02-24,sh.000300,4061.0457,-0.0104354179171632
2023-02-27,sh.000300,4043.8444,-0.0042446783644187
2023-02-28,sh.000300,4069.4587,0.0063141694042609
2023-03-01,sh.000300,4126.9415,0.0140265826579497
2023-03-02,sh.000300,4117.7377,-0.0022326651164927
2023-03-03,sh.000300,4130.5513,0.0031069741391895
2023-03-06,sh.000300,4109.0102,-0.0052287124931993
2023-03-07,sh.000300,4048.8519,-0.0147488128055002
2023-03-08,sh.000300,4034.1077,-0.0036482222064275
2023-03-09,sh.000300,4019.8505,-0.0035404243573946
2023-03-10,sh.000300,3967.1352,-0.013200490763582
2023-03-13,sh.000300,4008.686,0.0104192847002977
2023-03-14,sh.000300,3984.6956,-0.0060025839459889
2023-03-15,sh.000300,3986.902,0.0005535653371016
2023-03-16,sh.000300,3939.1505,-0.0120493972867077
2023-03-17,sh.000300,3958.8194,0.0049807585774885
2023-03-20,sh.000300,3939.077,-0.0049994175969185
2023-03-21,sh.000300,3982.3782,0.0109327466238653
2023-03-22,sh.000300,3999.4427,0.0042758478830311
2023-03-23,sh.000300,4039.0895,0.0098642688727448
2023-03-24,sh.000300,4027.0457,-0.0029862650827698
2023-03-27,sh.000300,4012.4771,-0.0036242489284976
2023-03-28,sh.000300,3999.5147,-0.0032357525153212
2023-03-29,sh.000300,4006.144,0.0016561539190433
2023-03-30,sh.000300,4038.5257,0.008050516950421
2023-03-31,sh.000300,4050.9257,0.0030657232731368
2023-04-03,sh.000300,4090.5676,0.0097383150300967
2023-04-04,sh.000300,4103.1052,0.0030603149750145
2023-04-06,sh.000300,4096.64,-0.001576927375682
2023-04-07,sh.000300,4123.2799,0.0064818133496533
2023-04-10,sh.000300,4104.8118,-0.0044890435563171
2023-04-11,sh.000300,4100.1479,-0.0011368490944114
2023-04-12,sh.000300,4097.2876,-0.0006978524237428
2023-04-13,sh.000300,4068.9786,-0.0069331840783704
2023-04-14,sh.000300,4091.9988,0.0056415451059468
2023-04-17,sh.000300,4149.3836,0.0139262382562286
2023-04-18,sh.000300,4162.032,0.0030436234626947
2023-04-19,sh.000300,4124.5589,-0.0090443358175953
2023-04-20,sh.000300,4113.0192,-0.002801723372686
2023-04-21,sh.000300,4032.5672,-0.0197541618843501
2023-04-24,sh.000300,3982.6429,-0.0124575513364959
2023-04-25,sh.000300,3962.6658,-0.0050286635426726
2023-04-26,sh.000300,3959.2323,-0.0008668377632865
2023-04-27,sh.000300,3988.4185,0.0073446435772108
